,response,noun,gender,nounclass,predicate1,predicate1English,predicate2,predicate2English,class1,class2,slide_number,condition,assess,age,education,language,region,dialect,enjoyment,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id
25,0.5,scrivania,Male,furniture,liscio,smooth,polacco,Polish,texture,nationality,28,AAN,Yes,44,3,Italiano,Piemonte,,2,In molti casi entrambe le alternative non mi sembravano le soluzioni ottimali ,Firefox,Windows,1080,1920,5.235116666666666,102
0,0.16,mela,,food,rosso,red,minuscolo,tiny,color,size,3,AAN,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
1,0.8,banana,,food,rosso,red,francese,French,color,nationality,4,NAA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
2,0.02,banana,,food,viola,purple,fresco,fresh,color,age,5,ANA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
3,0.74,ventilatore,,furniture,gigantesco,huge,nuovo,new,size,age,6,ANA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
4,0.88,televisore,,furniture,lungo,long,viola,purple,size,color,7,AAN,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
5,0.79,mela,,food,liscio,smooth,viola,purple,texture,color,8,NAA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
6,0.51,sedia,,furniture,cattivo,bad,fresco,fresh,quality,age,9,NAA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
7,0.47,carota,,food,fresco,fresh,duro,hard,age,texture,10,NAA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
8,0.82,sedia,,furniture,francese,French,piccolo,small,nationality,size,11,NAA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
9,0.29,televisore,,furniture,gigantesco,huge,morbido,soft,size,texture,12,NAA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
10,0.79,banana,,food,polacco,Polish,lungo,long,nationality,size,13,NAA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
11,0.82,divano,,furniture,cattivo,bad,verde,green,quality,color,14,NAA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
12,0.2,carota,,food,duro,hard,fantastico,wonderful,texture,quality,15,ANA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
13,0.9,divano,,furniture,duro,hard,quadrato,square,texture,shape,16,ANA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
14,0.75,televisore,,furniture,vecchio,old,cattivo,bad,age,quality,17,ANA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
15,0.7,pomodoro,,food,liscio,smooth,gigantesco,huge,texture,size,18,NAA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
16,0.17,sedia,,furniture,quadrato,square,corto,short,shape,size,19,ANA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
17,0.2,pomodoro,,food,polacco,Polish,minuscolo,tiny,nationality,size,20,NAA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
18,0.02,ventilatore,,furniture,francese,French,vecchio,old,nationality,age,21,ANA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
19,0.48,televisore,,furniture,marrone,brown,nuovo,new,color,age,22,AAN,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
20,0.01,pomodoro,,food,gigantesco,huge,marrone,brown,size,color,23,NAA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
21,0.0,formaggio,,food,liscio,smooth,nuovo,new,texture,age,24,ANA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
22,0.1,pomodoro,,food,tedesco,German,verde,green,nationality,color,25,AAN,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
23,0.12,pomodoro,,food,viola,purple,cattivo,bad,color,quality,26,ANA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
24,0.85,pomodoro,,food,polacco,Polish,liscio,smooth,nationality,texture,27,NAA,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
25,0.5,ventilatore,,furniture,blu,blue,marcio,rotten,color,age,28,AAN,Yes,,-1,,,,-1,,Chrome,Windows,1080,1920,3.846233333333333,103
0,0.87,sedia,Male,furniture,marcio,rotten,rotondo,round,age,shape,3,ANA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
1,0.05,scrivania,Male,furniture,giallo,yellow,nuovo,new,color,age,4,ANA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
2,0.98,scrivania,Male,furniture,gigantesco,huge,rosso,red,size,color,5,ANA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
3,0.42,ventilatore,Male,furniture,minuscolo,tiny,marcio,rotten,size,age,6,NAA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
4,0.9,sedia,Male,furniture,verde,green,polacco,Polish,color,nationality,7,ANA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
5,0.3,divano,Male,furniture,blu,blue,fantastico,wonderful,color,quality,8,AAN,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
6,0.97,banana,Male,food,fresco,fresh,giallo,yellow,age,color,9,ANA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
7,0.08,ventilatore,Male,furniture,tedesco,German,cattivo,bad,nationality,quality,10,ANA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
8,0.33,divano,Male,furniture,liscio,smooth,nuovo,new,texture,age,11,AAN,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
9,0.22,banana,Male,food,verde,green,piccolo,small,color,size,12,AAN,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
10,0.79,carota,Male,food,gigantesco,huge,polacco,Polish,size,nationality,13,AAN,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
11,0.78,sedia,Male,furniture,fantastico,wonderful,lungo,long,quality,size,14,AAN,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
12,0.12,ventilatore,Male,furniture,viola,purple,tedesco,German,color,nationality,15,NAA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
13,0.59,pomodoro,Male,food,grande,big,morbido,soft,size,texture,16,NAA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
14,0.74,formaggio,Male,food,rotondo,round,minuscolo,tiny,shape,size,17,NAA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
15,0.17,banana,Male,food,giallo,yellow,rotondo,round,color,shape,18,ANA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
16,0.7,divano,Male,furniture,piccolo,small,duro,hard,size,texture,19,ANA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
17,0.46,ventilatore,Male,furniture,tedesco,German,minuscolo,tiny,nationality,size,20,AAN,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
18,0.73,carota,Male,food,viola,purple,gigantesco,huge,color,size,21,NAA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
19,0.16,mela,Male,food,quadrato,square,corto,short,shape,size,22,ANA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
20,0.26,banana,Male,food,nuovo,new,morbido,soft,age,texture,23,ANA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
21,0.76,carota,Male,food,verde,green,fantastico,wonderful,color,quality,24,NAA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
22,0.28,divano,Male,furniture,polacco,Polish,fresco,fresh,nationality,age,25,AAN,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
23,0.25,ventilatore,Male,furniture,quadrato,square,piccolo,small,shape,size,26,NAA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
24,0.79,pomodoro,Male,food,piccolo,small,fresco,fresh,size,age,27,ANA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
25,0.27,pomodoro,Male,food,duro,hard,grande,big,texture,size,28,NAA,Yes,27,3,Italiano,Lazio,Romano,1,,Chrome,Windows,768,1366,5.360166666666666,104
0,0.26,sedia,Male,furniture,liscio,smooth,francese,French,texture,nationality,3,NAA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
1,0.13,divano,Male,furniture,minuscolo,tiny,rosso,red,size,color,4,ANA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
2,0.82,banana,Male,food,vecchio,old,rosso,red,age,color,5,AAN,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
3,0.1,carota,Male,food,duro,hard,piccolo,small,texture,size,6,NAA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
4,0.95,televisore,Male,furniture,fantastico,wonderful,blu,blue,quality,color,7,AAN,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
5,0.94,televisore,Male,furniture,corto,short,cattivo,bad,size,quality,8,ANA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
6,0.97,sedia,Male,furniture,fantastico,wonderful,fresco,fresh,quality,age,9,AAN,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
7,0.85,carota,Male,food,cattivo,bad,duro,hard,quality,texture,10,AAN,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
8,0.88,mela,Male,food,viola,purple,duro,hard,color,texture,11,NAA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
9,0.99,sedia,Male,furniture,piccolo,small,polacco,Polish,size,nationality,12,AAN,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
10,0.97,formaggio,Male,food,marcio,rotten,grande,big,age,size,13,NAA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
11,0.06,banana,Male,food,liscio,smooth,nuovo,new,texture,age,14,AAN,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
12,0.92,scrivania,Male,furniture,duro,hard,fresco,fresh,texture,age,15,AAN,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
13,0.93,ventilatore,Male,furniture,liscio,smooth,polacco,Polish,texture,nationality,16,AAN,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
14,0.91,sedia,Male,furniture,cattivo,bad,quadrato,square,quality,shape,17,ANA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
15,0.98,pomodoro,Male,food,grande,big,quadrato,square,size,shape,18,ANA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
16,0.89,banana,Male,food,quadrato,square,polacco,Polish,shape,nationality,19,ANA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
17,0.06,formaggio,Male,food,verde,green,vecchio,old,color,age,20,NAA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
18,0.97,banana,Male,food,quadrato,square,cattivo,bad,shape,quality,21,AAN,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
19,0.05,banana,Male,food,tedesco,German,fresco,fresh,nationality,age,22,AAN,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
20,0.99,televisore,Male,furniture,cattivo,bad,giallo,yellow,quality,color,23,ANA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
21,0.94,sedia,Male,furniture,corto,short,liscio,smooth,size,texture,24,NAA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
22,0.06,ventilatore,Male,furniture,viola,purple,lungo,long,color,size,25,AAN,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
23,0.96,ventilatore,Male,furniture,giallo,yellow,piccolo,small,color,size,26,NAA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
24,0.03,pomodoro,Male,food,morbido,soft,vecchio,old,texture,age,27,ANA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
25,0.98,pomodoro,Male,food,tedesco,German,nuovo,new,nationality,age,28,NAA,Yes,39,1,Italiano,Piemonte,,2,,Chrome,Linux,748,360,4.437566666666667,105
0,0.07,divano,Female,furniture,rosso,red,lungo,long,color,size,3,ANA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
1,0.46,pomodoro,Female,food,fantastico,wonderful,gigantesco,huge,quality,size,4,NAA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
2,0.51,formaggio,Female,food,cattivo,bad,grande,big,quality,size,5,AAN,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
3,0.99,mela,Female,food,quadrato,square,francese,French,shape,nationality,6,ANA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
4,0.88,formaggio,Female,food,piccolo,small,rotondo,round,size,shape,7,AAN,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
5,0.34,divano,Female,furniture,morbido,soft,fresco,fresh,texture,age,8,ANA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
6,0.32,pomodoro,Female,food,tedesco,German,verde,green,nationality,color,9,ANA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
7,0.96,formaggio,Female,food,nuovo,new,francese,French,age,nationality,10,AAN,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
8,0.69,ventilatore,Female,furniture,verde,green,gigantesco,huge,color,size,11,NAA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
9,0.71,sedia,Female,furniture,viola,purple,piccolo,small,color,size,12,NAA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
10,0.43,mela,Female,food,giallo,yellow,fantastico,wonderful,color,quality,13,AAN,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
11,0.68,scrivania,Female,furniture,viola,purple,corto,short,color,size,14,ANA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
12,0.42,formaggio,Female,food,liscio,smooth,viola,purple,texture,color,15,AAN,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
13,0.52,formaggio,Female,food,fantastico,wonderful,grande,big,quality,size,16,NAA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
14,0.64,divano,Female,furniture,verde,green,tedesco,German,color,nationality,17,ANA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
15,0.97,sedia,Female,furniture,grande,big,marrone,brown,size,color,18,NAA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
16,0.59,sedia,Female,furniture,viola,purple,liscio,smooth,color,texture,19,NAA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
17,0.43,divano,Female,furniture,rotondo,round,polacco,Polish,shape,nationality,20,NAA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
18,0.37,pomodoro,Female,food,duro,hard,verde,green,texture,color,21,ANA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
19,0.7,scrivania,Female,furniture,liscio,smooth,polacco,Polish,texture,nationality,22,AAN,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
20,0.73,carota,Female,food,viola,purple,liscio,smooth,color,texture,23,ANA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
21,0.51,formaggio,Female,food,grande,big,cattivo,bad,size,quality,24,AAN,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
22,0.55,formaggio,Female,food,blu,blue,cattivo,bad,color,quality,25,NAA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
23,0.59,sedia,Female,furniture,minuscolo,tiny,verde,green,size,color,26,NAA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
24,0.59,sedia,Female,furniture,fresco,fresh,duro,hard,age,texture,27,AAN,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
25,0.61,scrivania,Female,furniture,liscio,smooth,minuscolo,tiny,texture,size,28,ANA,Yes,34,2,Italiano,Liguria,,1,,Chrome,Windows,720,1280,4.241366666666667,106
0,0.85,divano,Female,furniture,marrone,brown,tedesco,German,color,nationality,3,NAA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
1,0.8,carota,Female,food,minuscolo,tiny,francese,French,size,nationality,4,NAA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
2,0.98,scrivania,Female,furniture,lungo,long,blu,blue,size,color,5,ANA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
3,0.42,televisore,Female,furniture,verde,green,fantastico,wonderful,color,quality,6,NAA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
4,0.67,divano,Female,furniture,piccolo,small,viola,purple,size,color,7,AAN,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
5,0.34,mela,Female,food,blu,blue,grande,big,color,size,8,AAN,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
6,0.98,pomodoro,Female,food,vecchio,old,giallo,yellow,age,color,9,AAN,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
7,0.47,carota,Female,food,liscio,smooth,rosso,red,texture,color,10,NAA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
8,0.16,scrivania,Female,furniture,cattivo,bad,vecchio,old,quality,age,11,NAA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
9,0.82,televisore,Female,furniture,blu,blue,polacco,Polish,color,nationality,12,ANA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
10,0.33,formaggio,Female,food,grande,big,liscio,smooth,size,texture,13,NAA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
11,0.64,pomodoro,Female,food,liscio,smooth,grande,big,texture,size,14,NAA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
12,0.0,divano,Female,furniture,corto,short,vecchio,old,size,age,15,ANA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
13,0.5,divano,Female,furniture,marcio,rotten,marrone,brown,age,color,16,AAN,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
14,0.34,divano,Female,furniture,verde,green,cattivo,bad,color,quality,17,AAN,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
15,0.26,ventilatore,Female,furniture,morbido,soft,giallo,yellow,texture,color,18,NAA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
16,0.75,divano,Female,furniture,minuscolo,tiny,marcio,rotten,size,age,19,AAN,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
17,0.0,mela,Female,food,francese,French,fantastico,wonderful,nationality,quality,20,ANA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
18,0.79,televisore,Female,furniture,marcio,rotten,rotondo,round,age,shape,21,NAA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
19,0.32,divano,Female,furniture,tedesco,German,marcio,rotten,nationality,age,22,ANA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
20,0.64,pomodoro,Female,food,francese,French,giallo,yellow,nationality,color,23,ANA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
21,0.48,mela,Female,food,duro,hard,marrone,brown,texture,color,24,NAA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
22,0.73,televisore,Female,furniture,cattivo,bad,duro,hard,quality,texture,25,AAN,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
23,0.79,banana,Female,food,tedesco,German,fresco,fresh,nationality,age,26,NAA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
24,0.78,pomodoro,Female,food,fantastico,wonderful,duro,hard,quality,texture,27,AAN,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
25,0.85,ventilatore,Female,furniture,verde,green,corto,short,color,size,28,ANA,Yes,62,1,italiano,lazio,romanesco,2,alcuni esempi non avevano molto senso in nessuno dei due casi,Chrome,Windows,768,1366,5.99975,107
0,0.04,sedia,Male,furniture,blu,blue,vecchio,old,color,age,3,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
1,0.06,formaggio,Male,food,marrone,brown,nuovo,new,color,age,4,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
2,0.97,formaggio,Male,food,lungo,long,fresco,fresh,size,age,5,NAA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
3,0.03,sedia,Male,furniture,polacco,Polish,verde,green,nationality,color,6,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
4,0.03,televisore,Male,furniture,duro,hard,vecchio,old,texture,age,7,ANA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
5,0.99,mela,Male,food,rosso,red,piccolo,small,color,size,8,NAA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
6,0.03,televisore,Male,furniture,nuovo,new,polacco,Polish,age,nationality,9,NAA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
7,0.05,formaggio,Male,food,francese,French,vecchio,old,nationality,age,10,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
8,0.35,pomodoro,Male,food,blu,blue,gigantesco,huge,color,size,11,NAA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
9,0.95,pomodoro,Male,food,vecchio,old,rotondo,round,age,shape,12,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
10,0.06,carota,Male,food,duro,hard,quadrato,square,texture,shape,13,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
11,0.93,carota,Male,food,minuscolo,tiny,marcio,rotten,size,age,14,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
12,0.94,divano,Male,furniture,gigantesco,huge,polacco,Polish,size,nationality,15,NAA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
13,0.08,divano,Male,furniture,francese,French,lungo,long,nationality,size,16,ANA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
14,0.84,formaggio,Male,food,cattivo,bad,piccolo,small,quality,size,17,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
15,0.1,carota,Male,food,nuovo,new,gigantesco,huge,age,size,18,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
16,0.93,televisore,Male,furniture,duro,hard,cattivo,bad,texture,quality,19,NAA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
17,0.09,banana,Male,food,marcio,rotten,duro,hard,age,texture,20,NAA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
18,0.14,banana,Male,food,rosso,red,corto,short,color,size,21,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
19,0.85,carota,Male,food,quadrato,square,rosso,red,shape,color,22,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
20,0.85,mela,Male,food,fresco,fresh,duro,hard,age,texture,23,NAA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
21,0.97,banana,Male,food,lungo,long,duro,hard,size,texture,24,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
